,filename,width,height,class,xmin,ymin,xmax,ymax
95,5-avi-frame10_jpg.rf.6f8041e7f88d7b577ecb5fc79072be55.jpg,800,550,1,507,180,521,192
96,5-avi-frame10_jpg.rf.6f8041e7f88d7b577ecb5fc79072be55.jpg,800,550,2,506,159,519,171
97,5-avi-frame11_jpg.rf.6970728a5c148e3072c98dcf3b2ae807.jpg,800,550,2,512,158,526,172
98,5-avi-frame11_jpg.rf.6970728a5c148e3072c98dcf3b2ae807.jpg,800,550,1,514,181,526,192
99,5-avi-frame11_jpg.rf.6970728a5c148e3072c98dcf3b2ae807.jpg,800,550,37,512,173,527,180
100,5-avi-frame12_jpg.rf.0b34c3308088049501e656554332ec9f.jpg,800,550,37,516,171,533,180
101,5-avi-frame12_jpg.rf.0b34c3308088049501e656554332ec9f.jpg,800,550,2,516,155,533,171
102,5-avi-frame12_jpg.rf.0b34c3308088049501e656554332ec9f.jpg,800,550,1,518,180,532,193
103,5-avi-frame14_jpg.rf.58ef5923f60125b945c3b84efca2e0b9.jpg,800,550,2,521,157,541,175
104,5-avi-frame14_jpg.rf.58ef5923f60125b945c3b84efca2e0b9.jpg,800,550,1,524,183,539,197
105,5-avi-frame14_jpg.rf.58ef5923f60125b945c3b84efca2e0b9.jpg,800,550,37,522,175,540,182
106,5-avi-frame1526_jpg.rf.08e678e843fb3a9243022b23060a7d22.jpg,800,550,2,463,163,481,177
107,5-avi-frame1526_jpg.rf.08e678e843fb3a9243022b23060a7d22.jpg,800,550,1,467,183,477,192
108,5-avi-frame1526_jpg.rf.08e678e843fb3a9243022b23060a7d22.jpg,800,550,2,158,170,172,181
109,5-avi-frame1526_jpg.rf.08e678e843fb3a9243022b23060a7d22.jpg,800,550,1,159,189,170,199
110,5-avi-frame1526_jpg.rf.3810f8d17fe85673bd3d62bef8f3e5d9.jpg,800,550,1,466,183,476,193
111,5-avi-frame1526_jpg.rf.3810f8d17fe85673bd3d62bef8f3e5d9.jpg,800,550,1,160,190,170,198
112,5-avi-frame1526_jpg.rf.3810f8d17fe85673bd3d62bef8f3e5d9.jpg,800,550,2,158,170,171,180
113,5-avi-frame1526_jpg.rf.3810f8d17fe85673bd3d62bef8f3e5d9.jpg,800,550,2,463,164,482,177
114,5-avi-frame1529_jpg.rf.b0677407e4aa50e1ab2ef954032a48d8.jpg,800,550,2,121,165,138,179
115,5-avi-frame1529_jpg.rf.b0677407e4aa50e1ab2ef954032a48d8.jpg,800,550,2,471,158,491,173
116,5-avi-frame1529_jpg.rf.b0677407e4aa50e1ab2ef954032a48d8.jpg,800,550,1,473,180,487,191
117,5-avi-frame1529_jpg.rf.b0677407e4aa50e1ab2ef954032a48d8.jpg,800,550,1,123,188,135,198
118,5-avi-frame1530_jpg.rf.3677de4d817b20b2b7ad254ae9da2512.jpg,800,550,2,476,152,499,169
119,5-avi-frame1530_jpg.rf.3677de4d817b20b2b7ad254ae9da2512.jpg,800,550,1,481,177,496,190
120,5-avi-frame1530_jpg.rf.3677de4d817b20b2b7ad254ae9da2512.jpg,800,550,1,93,186,106,196
121,5-avi-frame1530_jpg.rf.3677de4d817b20b2b7ad254ae9da2512.jpg,800,550,2,89,158,111,178
122,5-avi-frame1531_jpg.rf.54c3c024dcf98b542ba944681fc9bdd8.jpg,800,550,1,491,174,504,186
123,5-avi-frame1531_jpg.rf.54c3c024dcf98b542ba944681fc9bdd8.jpg,800,550,2,485,146,510,165
124,5-avi-frame1531_jpg.rf.54c3c024dcf98b542ba944681fc9bdd8.jpg,800,550,2,51,154,77,173
125,5-avi-frame1531_jpg.rf.54c3c024dcf98b542ba944681fc9bdd8.jpg,800,550,1,56,183,73,195
126,5-avi-frame1533_jpg.rf.7789a89ec110d9c66c5dc3bb5d1931f5.jpg,800,550,1,517,169,535,187
127,5-avi-frame1533_jpg.rf.7789a89ec110d9c66c5dc3bb5d1931f5.jpg,800,550,2,512,132,541,158
128,5-avi-frame1533_jpg.rf.7789a89ec110d9c66c5dc3bb5d1931f5.jpg,800,550,37,516,159,535,168
129,5-avi-frame1534_jpg.rf.1064f4986eb59b27f1fbb82a798b3a4e.jpg,800,550,37,525,153,545,164
130,5-avi-frame1534_jpg.rf.1064f4986eb59b27f1fbb82a798b3a4e.jpg,800,550,2,518,124,550,153
131,5-avi-frame1534_jpg.rf.1064f4986eb59b27f1fbb82a798b3a4e.jpg,800,550,1,526,165,545,183
132,5-avi-frame1534_jpg.rf.a15a8a06e1bc6ab23bce4d38e8c3fae8.jpg,800,550,1,524,164,547,183
133,5-avi-frame1534_jpg.rf.a15a8a06e1bc6ab23bce4d38e8c3fae8.jpg,800,550,37,524,153,547,163
134,5-avi-frame1534_jpg.rf.a15a8a06e1bc6ab23bce4d38e8c3fae8.jpg,800,550,2,520,124,552,153
135,5-avi-frame1535_jpg.rf.c4cb5d8504441d73ea3b5ea7e22e711a.jpg,800,550,2,542,109,582,142
136,5-avi-frame1535_jpg.rf.c4cb5d8504441d73ea3b5ea7e22e711a.jpg,800,550,37,550,143,575,156
137,5-avi-frame1535_jpg.rf.c4cb5d8504441d73ea3b5ea7e22e711a.jpg,800,550,1,550,157,576,180
138,5-avi-frame1538_jpg.rf.6694eda59447aaabc0c3b5b7702935b7.jpg,800,550,1,645,131,686,170
139,5-avi-frame1538_jpg.rf.6694eda59447aaabc0c3b5b7702935b7.jpg,800,550,37,646,112,684,130
140,5-avi-frame1538_jpg.rf.6694eda59447aaabc0c3b5b7702935b7.jpg,800,550,2,634,56,697,111
141,5-avi-frame1539_jpg.rf.b43a710fc153c8a15cb8727278698d8b.jpg,800,550,2,677,32,750,95
142,5-avi-frame1539_jpg.rf.b43a710fc153c8a15cb8727278698d8b.jpg,800,550,37,690,95,737,118
143,5-avi-frame1539_jpg.rf.b43a710fc153c8a15cb8727278698d8b.jpg,800,550,1,690,119,739,162
144,5-avi-frame1540_jpg.rf.6f61ae4327643384aaa1d744d8cf322e.jpg,800,550,37,754,76,800,99
145,5-avi-frame1540_jpg.rf.6f61ae4327643384aaa1d744d8cf322e.jpg,800,550,1,755,104,800,155
146,5-avi-frame1540_jpg.rf.6f61ae4327643384aaa1d744d8cf322e.jpg,800,550,2,733,1,800,75
147,5-avi-frame1540_jpg.rf.ca356ab7485c7bb1d287e23e180891c8.jpg,800,550,2,735,1,800,73
148,5-avi-frame1540_jpg.rf.ca356ab7485c7bb1d287e23e180891c8.jpg,800,550,37,753,74,800,99
149,5-avi-frame1540_jpg.rf.ca356ab7485c7bb1d287e23e180891c8.jpg,800,550,1,753,102,800,157
150,5-avi-frame16_jpg.rf.77026200267155755337fb456cd293a2.jpg,800,550,2,531,150,554,170
151,5-avi-frame16_jpg.rf.77026200267155755337fb456cd293a2.jpg,800,550,37,533,170,552,181
152,5-avi-frame16_jpg.rf.77026200267155755337fb456cd293a2.jpg,800,550,1,535,181,550,196
153,5-avi-frame19_jpg.rf.5f8125e017f641cd7f6371b510576e3a.jpg,800,550,1,548,178,566,195
154,5-avi-frame19_jpg.rf.5f8125e017f641cd7f6371b510576e3a.jpg,800,550,2,543,142,571,167
155,5-avi-frame19_jpg.rf.5f8125e017f641cd7f6371b510576e3a.jpg,800,550,37,545,166,568,177
156,5-avi-frame1_jpg.rf.3d36051e61da7b1a9d66402227a9c891.jpg,800,550,49,515,142,548,176
157,5-avi-frame1_jpg.rf.3d36051e61da7b1a9d66402227a9c891.jpg,800,550,2,426,177,438,188
158,5-avi-frame220_jpg.rf.f22ecfe3189ab7bdc9202c3426ba7ea7.jpg,800,550,26,454,178,466,188
159,5-avi-frame227_jpg.rf.e1be242a2fb209e4aa31c178e4ef820b.jpg,800,550,26,474,171,489,185
160,5-avi-frame228_jpg.rf.a212e9676a8608660f5d880c5d76f829.jpg,800,550,26,479,170,494,183
161,5-avi-frame229_jpg.rf.2109defad469fb8ef432dc9e148f4469.jpg,800,550,26,482,167,501,182
162,5-avi-frame229_jpg.rf.32c0d96ff606f350927276649a4e9efa.jpg,800,550,26,483,167,501,182
163,5-avi-frame22_jpg.rf.5a799ccc921355d13b1f5917e398743a.jpg,800,550,2,569,122,605,154
164,5-avi-frame22_jpg.rf.5a799ccc921355d13b1f5917e398743a.jpg,800,550,37,573,154,602,170
165,5-avi-frame22_jpg.rf.5a799ccc921355d13b1f5917e398743a.jpg,800,550,1,577,169,599,190
166,5-avi-frame230_jpg.rf.3abc40f92d9cc3eb5fdb2330aa0404b9.jpg,800,550,26,489,167,505,182
167,5-avi-frame230_jpg.rf.3abc40f92d9cc3eb5fdb2330aa0404b9.jpg,800,550,58,488,184,504,193
168,5-avi-frame231_jpg.rf.4f87e3df453e80ed56ec9f5bbf6f980d.jpg,800,550,26,494,166,511,182
169,5-avi-frame232_jpg.rf.bd6f8e0d881b985c2e0495c58daa406a.jpg,800,550,26,500,162,519,180
170,5-avi-frame233_jpg.rf.6b54dee8452ca380bf621479b0c7ca53.jpg,800,550,26,506,161,527,179
171,5-avi-frame234_jpg.rf.10203a499d7ce92b17bf792a673d08f7.jpg,800,550,26,513,157,534,176
172,5-avi-frame237_jpg.rf.3879d2de932ad2bf01d31fe4bc63c495.jpg,800,550,26,540,148,566,172
173,5-avi-frame238_jpg.rf.dc9b84cf2186cee4f7ac4369bfdca253.jpg,800,550,26,550,142,581,171
174,5-avi-frame238_jpg.rf.dc9b84cf2186cee4f7ac4369bfdca253.jpg,800,550,58,552,172,578,185
175,5-avi-frame239_jpg.rf.d26e8ed83cbe9f5d5ab57f781c75231e.jpg,800,550,58,567,169,595,184
176,5-avi-frame239_jpg.rf.d26e8ed83cbe9f5d5ab57f781c75231e.jpg,800,550,26,563,137,597,166
177,5-avi-frame241_jpg.rf.fed10d2b050a8c514f0ae7fbafa11e35.jpg,800,550,26,601,124,643,159
178,5-avi-frame241_jpg.rf.fed10d2b050a8c514f0ae7fbafa11e35.jpg,800,550,58,604,161,639,180
179,5-avi-frame243_jpg.rf.25e823d66b338679c32412ea709dce5d.jpg,800,550,58,659,153,702,174
180,5-avi-frame243_jpg.rf.25e823d66b338679c32412ea709dce5d.jpg,800,550,26,656,104,709,151
181,5-avi-frame2462_jpg.rf.40d0e895d3989ac3612dc85c7d79b3f2.jpg,800,550,8,463,174,476,188
182,5-avi-frame2462_jpg.rf.40d0e895d3989ac3612dc85c7d79b3f2.jpg,800,550,14,70,172,81,187
183,5-avi-frame2463_jpg.rf.6975979afe8deccdc3e4c45a1ecbdab9.jpg,800,550,14,56,171,66,184
184,5-avi-frame2463_jpg.rf.6975979afe8deccdc3e4c45a1ecbdab9.jpg,800,550,8,465,175,480,189
185,5-avi-frame2463_jpg.rf.dd32cd8c8a6e0620c02e75f8762e91eb.jpg,800,550,8,466,175,479,189
186,5-avi-frame2463_jpg.rf.dd32cd8c8a6e0620c02e75f8762e91eb.jpg,800,550,14,56,171,67,185
187,5-avi-frame2466_jpg.rf.0507e194465684501672bcd33c3149c7.jpg,800,550,8,472,172,488,188
188,5-avi-frame2466_jpg.rf.0507e194465684501672bcd33c3149c7.jpg,800,550,14,3,165,16,182
189,5-avi-frame2467_jpg.rf.e31eaf2ccec265830eb535848f8f5b8a.jpg,800,550,8,474,172,491,188
190,5-avi-frame2471_jpg.rf.88eaa70e69ae50935964b27cb25d7aa7.jpg,800,550,8,489,166,508,187
191,5-avi-frame2472_jpg.rf.d11344a60f363c0a2f2bceee40a92e02.jpg,800,550,8,495,165,516,185
192,5-avi-frame2473_jpg.rf.b4115a6b6b69d1ad7f3865a45ba0de0e.jpg,800,550,8,499,163,521,185
193,5-avi-frame2474_jpg.rf.a236511fd166cfba23fec580545def47.jpg,800,550,8,504,161,528,184
194,5-avi-frame2476_jpg.rf.e0f09698e322b4bbe0f99d9f977c10ae.jpg,800,550,8,519,157,544,181
195,5-avi-frame2478_jpg.rf.8099e7f0b3f3ae302420f8821bc963d6.jpg,800,550,8,537,150,567,180
196,5-avi-frame24_jpg.rf.5dec372f9195e9a88ff7dd3bd443eab6.jpg,800,550,2,604,103,646,142
197,5-avi-frame24_jpg.rf.5dec372f9195e9a88ff7dd3bd443eab6.jpg,800,550,37,607,143,643,160
198,5-avi-frame24_jpg.rf.5dec372f9195e9a88ff7dd3bd443eab6.jpg,800,550,1,610,161,639,187
199,5-avi-frame2503_jpg.rf.25dc6ec7fc94ddbe1961cbf423c4843d.jpg,800,550,5,176,121,194,138
200,5-avi-frame2503_jpg.rf.25dc6ec7fc94ddbe1961cbf423c4843d.jpg,800,550,5,110,177,126,192
201,5-avi-frame2503_jpg.rf.25dc6ec7fc94ddbe1961cbf423c4843d.jpg,800,550,4,404,105,420,122
202,5-avi-frame2503_jpg.rf.25dc6ec7fc94ddbe1961cbf423c4843d.jpg,800,550,4,483,165,500,182
203,5-avi-frame2505_jpg.rf.e035b06d64659faaed664dbdd77c3721.jpg,800,550,4,494,160,512,181
204,5-avi-frame2505_jpg.rf.e035b06d64659faaed664dbdd77c3721.jpg,800,550,4,404,94,425,114
205,5-avi-frame2505_jpg.rf.e035b06d64659faaed664dbdd77c3721.jpg,800,550,5,81,175,99,192
206,5-avi-frame2505_jpg.rf.e035b06d64659faaed664dbdd77c3721.jpg,800,550,5,157,114,175,132
207,5-avi-frame25_jpg.rf.1b5a4a1670ce3f5b440d427cd9870f64.jpg,800,550,2,649,75,702,123
208,5-avi-frame25_jpg.rf.1b5a4a1670ce3f5b440d427cd9870f64.jpg,800,550,37,653,123,698,147
209,5-avi-frame25_jpg.rf.1b5a4a1670ce3f5b440d427cd9870f64.jpg,800,550,1,660,147,693,180
210,5-avi-frame2642_jpg.rf.137dde78c43789133aa51497c498f05e.jpg,800,550,2,465,167,481,179
211,5-avi-frame2642_jpg.rf.137dde78c43789133aa51497c498f05e.jpg,800,550,1,468,184,478,194
212,5-avi-frame2651_jpg.rf.dfa502f68a24562cc588f3745ce08f24.jpg,800,550,2,518,145,542,165
213,5-avi-frame2651_jpg.rf.dfa502f68a24562cc588f3745ce08f24.jpg,800,550,1,521,174,538,189
214,5-avi-frame2651_jpg.rf.dfa502f68a24562cc588f3745ce08f24.jpg,800,550,37,521,166,540,173
215,5-avi-frame2651_jpg.rf.dfa502f68a24562cc588f3745ce08f24.jpg,800,550,2,14,155,37,176
216,5-avi-frame2651_jpg.rf.dfa502f68a24562cc588f3745ce08f24.jpg,800,550,1,16,185,34,203
217,5-avi-frame2651_jpg.rf.dfa502f68a24562cc588f3745ce08f24.jpg,800,550,37,15,176,31,184
218,5-avi-frame2652_jpg.rf.ceb9d3d46312a9ded01a15b606bdd0d0.jpg,800,550,1,532,173,547,188
219,5-avi-frame2652_jpg.rf.ceb9d3d46312a9ded01a15b606bdd0d0.jpg,800,550,2,526,143,552,165
220,5-avi-frame2652_jpg.rf.ceb9d3d46312a9ded01a15b606bdd0d0.jpg,800,550,37,530,164,548,172
221,5-avi-frame2653_jpg.rf.8dca20a74edd8ad92f6bd6e03944146f.jpg,800,550,2,535,135,562,160
222,5-avi-frame2653_jpg.rf.8dca20a74edd8ad92f6bd6e03944146f.jpg,800,550,1,540,170,557,187
223,5-avi-frame2653_jpg.rf.8dca20a74edd8ad92f6bd6e03944146f.jpg,800,550,37,538,161,557,169
224,5-avi-frame2654_jpg.rf.120f69ca550ec8370df2455804eeb3f7.jpg,800,550,1,564,167,583,186
225,5-avi-frame2654_jpg.rf.120f69ca550ec8370df2455804eeb3f7.jpg,800,550,2,557,129,591,157
226,5-avi-frame2654_jpg.rf.120f69ca550ec8370df2455804eeb3f7.jpg,800,550,37,563,157,584,167
227,5-avi-frame2654_jpg.rf.12fa7a2098f7d06ec98f3ba5db92c215.jpg,800,550,2,557,130,590,157
228,5-avi-frame2654_jpg.rf.12fa7a2098f7d06ec98f3ba5db92c215.jpg,800,550,37,562,157,584,167
229,5-avi-frame2654_jpg.rf.12fa7a2098f7d06ec98f3ba5db92c215.jpg,800,550,1,562,167,584,185
230,5-avi-frame2657_jpg.rf.3e31066172603666bb616b064ff189c4.jpg,800,550,1,615,157,641,181
231,5-avi-frame2657_jpg.rf.3e31066172603666bb616b064ff189c4.jpg,800,550,37,615,144,642,156
232,5-avi-frame2657_jpg.rf.3e31066172603666bb616b064ff189c4.jpg,800,550,2,608,109,649,143
233,5-avi-frame2659_jpg.rf.bb202d8ecd9a8e1a74fc70bc107124bc.jpg,800,550,1,707,140,745,173
234,5-avi-frame2659_jpg.rf.bb202d8ecd9a8e1a74fc70bc107124bc.jpg,800,550,37,708,121,745,138
235,5-avi-frame2659_jpg.rf.bb202d8ecd9a8e1a74fc70bc107124bc.jpg,800,550,2,698,72,756,119
236,5-avi-frame2659_jpg.rf.d6540e08d4090253dd1b6259c00f5587.jpg,800,550,1,708,140,745,173
237,5-avi-frame2659_jpg.rf.d6540e08d4090253dd1b6259c00f5587.jpg,800,550,37,708,121,745,139
